,count,hate_speech,offensive_language,neither,class,tweet,preprocessed_tweets
19574,3,0,2,1,1,RT @lonlontheone_15: Smoke sum bitch,rt smoke sum bitch
19575,6,0,6,0,1,"RT @lord_jonesss: @1017_Sqquad no... I want 1 billion dollars... 4 bad hoes from da islands... and a fine ass genie bitch, but datz none of&#8230;",rt want billion dollar bad hoe da island fine ass geni bitch datz none
19576,3,0,0,3,2,RT @lordemusic: i am so pleased and proud to have been announced the sole curator of the soundtrack for MOCKINGJAY - PART 1,rt pleas proud announc sole curat soundtrack mockingjay part
19577,3,0,3,0,1,RT @lordflaconegro: Ion even ask lightskin bitches for nudes nomo fuck y'all &#128529;,rt ion even ask lightskin bitch nude nomo fuck
19578,3,0,0,3,2,RT @losthistories: DC Fri 1/3: Bengali Harlem &amp; Lost Histories South Asian Am reading/convo @busboysandpoets 14th St cc: @SmithsonianAPA @D&#8230;,rt dc fri bengali harlem amp lost histori south asian read convo th st cc
19579,3,0,0,3,2,RT @losthistories: In DC Fri 1/3: Bengali Harlem reading/convo @busboysandpoets 14th St @SAALTweets @teachingchange @ThatWhichIsTold http:/&#8230;,rt dc fri bengali harlem read convo th st http
19580,3,0,3,0,1,RT @louiev_: It's to the point that I don't enjoy watching Harden anymore. He constantly does that and it pisses me off. Stop being a bitch&#8230;,rt point enjoy watch harden anymor constantli piss stop bitch
19581,3,0,3,0,1,"RT @louiev_: LMAOOOO RT @TAN1AAA: White people lmaoo RT @sexxielexxie: Filth. RT @SoloChills: When she says ""Come get this pussy"" https://t&#8230;",rt lmaoooo rt white peopl lmaoo rt filth rt say come get pussi
19582,3,0,2,1,1,RT @love_andhiphop: Stevie J proved that you can turn a hoe into a housewife.. &#128553;&#128514;&#128175;,rt stevi j prove turn hoe housewif
19583,3,0,3,0,1,"RT @lovearmeireee: You MINE meaning respect the fact that I don't want you talking/chilling, or anything with a bitch that use to like you&#8230;",rt mine mean respect fact want talk chill anyth bitch use like
19584,3,0,3,0,1,RT @lovelyDOMO: when a bitch trying to flirt with my niggga ..... I be like ...... &#128129; https://t.co/sAqUurmEzI,rt bitch tri flirt niggga like
19585,3,0,3,0,1,"RT @lovemydogduck: Falling in love is easy. 
Its falling out of love that's a bitch.",rt fall love easi fall love bitch
19586,3,1,2,0,1,RT @lovesexdeath_: @TonyJRodriguez im queer as a three dollar bill and my first response to her coming out was sarcastic 'wow really? never&#8230;,rt im queer three dollar bill first respons come sarcast wow realli never
19587,3,0,2,1,1,"RT @lovexlilyy: &#128514; what gerry sends me, that damn jig a boo&#128514;&#128529; http://t.co/6LYzRxJ5Wn",rt gerri send damn jig boo
19588,3,0,3,0,1,"RT @lovexlilyy: don't play games with a girl who can play better, bitch.",rt play game girl play better bitch
19589,3,1,2,0,1,RT @lovindadrew: I don't know a bitch in the world that claim they too busy for a nigga they really fuck with.,rt know bitch world claim busi nigga realli fuck
19590,3,0,0,3,2,"RT @lowcountry_luv: Attack animals, last house on the left by the lake, and she got colored eyes...we should have known.! Lol",rt attack anim last hous left lake got color eye known lol
19591,3,1,2,0,1,RT @lucybeeee: &#8220;i hate when i lose something and my mom says &#8220;well i guess it wasn't that important&#8221; like bitch you lost me in a grocery st&#8230;,rt hate lose someth mom say well guess import like bitch lost groceri st
19592,3,0,1,2,2,"RT @luke_brooks: There was a fly that was banging into all the windows and I called it retarded but then I thought to myself ""umm I'm talki&#8230;",rt fli bang window call retard thought umm talki
19593,3,0,3,0,1,RT @lumponthegrind: Great pussy will have you doing shit you would think you would never do,rt great pussi shit would think would never
19594,3,0,3,0,1,RT @lumponthegrind: Yall ever was In the car with ya moma before and you singing every song come in and she be like bitch you know that sch&#8230;,rt yall ever car ya moma sing everi song come like bitch know sch
19595,3,0,3,0,1,RT @lungfiber: True life I'm an emotional clingy bitch,rt true life emot clingi bitch
19596,3,0,3,0,1,RT @lyciaaa_: I have zero hoes &#128533;,rt zero hoe
19597,3,0,3,0,1,RT @lynn_singer: @00sexilexi00 Freeze bitch i'm gonna steal your heart &#128521;http://t.co/RDQDYMvKjT,rt freez bitch gonna steal heart
19598,3,0,2,1,1,RT @lyns_Boo: Mansion Elan tonight bitch! &gt;&gt;&gt;&gt;,rt mansion elan tonight bitch gt gt gt gt
19599,6,0,6,0,1,RT @lyvvvm: I'm such a bitch lmao I really just say what's on my mind though can't help it,rt bitch lmao realli say mind though help
19600,3,0,1,2,2,"RT @m_amrhein: Luckily for my friends I'm a yellow belt in karate, which is unfortunate for the bonner dudes #lookout",rt luckili friend yellow belt karat unfortun bonner dude lookout
19601,3,0,3,0,1,"RT @m_stew4: Lol why they tryna make mimi out 2 b this bad bitch? She is sooooo weak it makes me mad, and she fucks like a 6th grader &#128553;&#128514;",rt lol tryna make mimi b bad bitch sooooo weak make mad fuck like th grader
19602,3,0,3,0,1,RT @maNIJEEtwa_: Jackie weird .. like bitch hang with ppl ya age&#128514;,rt jacki weird like bitch hang ppl ya age
19603,3,0,3,0,1,RT @maNIJEEtwa_: you can ride for a nigga ya whole life new pussy fuck it up in one night,rt ride nigga ya whole life new pussi fuck one night
19604,3,0,3,0,1,RT @maarycatherinee: @ken_dawqq bitch please i dont even make my own food &#9995;,rt bitch pleas dont even make food
19605,3,0,3,0,1,"RT @mabelsay: Hoes be calling hoes, hoes, when they know they just as much of a hoe as the other hoe they calling a hoe.",rt hoe call hoe hoe know much hoe hoe call hoe
19606,3,0,3,0,1,RT @mabelsay: Myspace: Died a couple of years ago. Facebook: In the hospital. Twitter: At the strip club throwing ones at the big booty hoe&#8230;,rt myspac die coupl year ago facebook hospit twitter strip club throw one big booti hoe
19607,3,0,2,1,1,"RT @mabelsay: Ratchet bitches be like ""my name is Shaniqua assSofatHairSoReal brown get *claps* it *claps* right *claps*""",rt ratchet bitch like name shaniqua asssofathairsor brown get clap clap right clap
19608,3,0,3,0,1,"RT @maccabeez: ""youre becoming a real bitch on this car ride."" - john on me not caring whether or not fountains of Wayne makes money on tour",rt your becom real bitch car ride john not care whether not fountain wayn make money tour
19609,3,0,2,1,1,RT @machinegunkelly: Tbt: I tried on French's outfit for the Freshman cover at that shoot high as fuck off weed brownies&#8230; http://t.co/HKiWy&#8230;,rt tbt tri french outfit freshman cover shoot high fuck weed browni
19610,3,0,2,1,1,"RT @mackgotti: &#8220;@SMCo71: "" all my hoes stay mad at me i keep em hot guess they got a fever ""&#8221;&#128514;",rt hoe stay mad keep em hot guess got fever
19611,3,0,3,0,1,RT @macklemore: I feel bad for all the homies that suffer from canker sores on the reg. those bitches hinder the spirit,rt feel bad homi suffer canker sore reg bitch hinder spirit
19612,3,0,3,0,1,"RT @macktology101: ""Hehe"" hoe quotes",rt hehe hoe quot
19613,3,0,3,0,1,"RT @macktology101: ""I need a guy that can put me in my place"" bitches that think they're zoo animals",rt need guy put place bitch think zoo anim
19614,3,0,3,0,1,RT @macktology101: Every girl goes thru her hoe phase her freshman year in college,rt everi girl goe thru hoe phase freshman year colleg
19615,3,1,2,0,1,"RT @macktology101: Niggas got a girl, why the fuck you asking girls to text you...hoes man hoes",rt nigga got girl fuck ask girl text hoe man hoe
19616,3,0,3,0,1,RT @macktology101: You hoes getting outta hand http://t.co/jZ2WRvaXaI,rt hoe get outta hand
19617,3,0,3,0,1,RT @macktology101: You women are not wild animals...(well some) you can control your own attitude and put yourself in place u dumb bitch,rt women not wild anim well control attitud put place u dumb bitch
19618,3,0,3,0,1,RT @maddiedelahouss: It's Britney bitch. https://t.co/NafXa8PDpa,rt britney bitch
19619,3,0,0,3,2,RT @madi_judkins: When you look like trash and someone compliments you http://t.co/FzuXlPCMpV,rt look like trash someon compliment
19620,3,1,2,0,1,RT @madisonbeck143: bitch you guessed it!,rt bitch guess
19621,3,0,3,0,1,RT @madstatic414: @SauleWright @GQ_Blu Lana......it ain't nuttin' ta fuck that bitch dawg! #FROHorsemen,rt lana nuttin ta fuck bitch dawg frohorsemen
19622,3,0,0,3,2,RT @magicjuice: #giantduck #pittsburghduck #yellow #livestream #wpxi #nofliter @ Duckburgh http://t.co/AnAX2lzcRi,rt giantduck pittsburghduck yellow livestream wpxi noflit duckburgh
19623,3,0,3,0,1,RT @mahxnesthot: twinkle twinkle little star I fucked your bitch and stole your car,rt twinkl twinkl littl star fuck bitch stole car
19624,3,1,2,0,1,RT @makamj_: bitch nigga qualities is all you can provide. &#128514;,rt bitch nigga qualiti provid
19625,3,0,3,0,1,"RT @makenzies_mask: Yo bitch, what cho name bitch? I wanna fuck ya bitch. -Jacey (the things she says to me doe) @__0utcast___ #bff #baby #&#8230;",rt yo bitch cho name bitch wanna fuck ya bitch jacey thing say doe bff babi
19626,3,0,0,3,2,RT @manchild1077: Oreo Speedwagon #FatBands,rt oreo speedwagon fatband
19627,3,0,0,3,2,RT @mandylea25: I've talked too much trash for OU to lose today..,rt talk much trash ou lose today
19628,3,0,3,0,1,RT @marissaaxoo: You're a cunt. Screen shot that,rt cunt screen shot
19629,3,0,0,3,2,"RT @markhoppus: Yes, yes I know all about the FOB reconciliation. IT WAS MY IDEA! You're welcome.",rt ye ye know fob reconcili idea welcom
19630,3,2,1,0,0,RT @markiiejay: You got niggas &amp; i got bitches,rt got nigga amp got bitch
19631,3,0,0,3,2,"RT @marksidaway: Last time #xfactor auditions came to Dublin, I auditioned @MaryByrneMusic and @NiallOfficial. And a man in a blue monkey s&#8230;",rt last time xfactor audit came dublin audit man blue monkey
19632,3,0,3,0,1,RT @marleylowkey_: &#8220;@_100D: All These hoes sooo average &#128553;&#128533;&#8221; of course,rt hoe sooo averag cours
19633,3,0,3,0,1,"RT @marrybel_: maybe yall hoe ass niggas should start considering girls feelings shiii, think about if a nigga is doing what you're doing, &#8230;",rt mayb yall hoe ass nigga start consid girl feel shiii think nigga
19634,3,0,0,3,2,RT @marsrader: The incredible scales of celestial bodies. http://t.co/NZV80jRmiG,rt incred scale celesti bodi
19635,6,0,5,1,1,RT @marthayabish_: that's the type of bitch that I hate,rt type bitch hate
19636,3,0,3,0,1,RT @marvelmaliks: @1D_NIPPLES_ you little stupid ass bitch i aint fucking with you,rt littl stupid ass bitch aint fuck
19637,3,0,3,0,1,"RT @marylene58: ""@GoalieBill328: @sarobards @Julesofthesmile @NeliusPamela @PubliusScion yes she is ghetto bitch"" http://t.co/jIxWXEXNIe",rt ye ghetto bitch
19638,3,2,0,1,0,"RT @marylene58: ""@maggietanquary: shes one of the ugliest women Ive ever seen. Cross between a reptile and a crow."" http://t.co/jsyAoguP4S",rt she one ugliest women ive ever seen cross reptil crow
19639,3,1,0,2,2,RT @mathewsjw: Muslim Jihadi fighters book tickets on cruise ships to Syria and Iraq&#160; http://t.co/auFmcZ01Y3,rt muslim jihadi fighter book ticket cruis ship syria iraq
19640,3,0,3,0,1,RT @matt_sliwinski: Fuck @CARefree_liviin she's a basic bitch,rt fuck basic bitch
19641,7,0,7,0,1,RT @mattchew81: My ex told me once she wanted me to get her a gift that would take her breath away so I got that bitch a treadmill,rt ex told want get gift would take breath away got bitch treadmil
19642,3,0,3,0,1,RT @mavkus__: @Victooreeuhhh nun fucking bitches getting money,rt nun fuck bitch get money
19643,3,0,3,0,1,RT @maya_hampton: @whateverduuude ily ur a bad bitch,rt ili ur bad bitch
19644,3,0,3,0,1,RT @maya_hampton: i really do get excited to see my bad bitch association in lunch everyday they always make me laugh,rt realli get excit see bad bitch associ lunch everyday alway make laugh
19645,3,1,0,2,2,RT @maycie32: @Whitecholo23 np big nig nig,rt np big nig nig
19646,3,0,3,0,1,RT @maycie32: @Whitecholo23 ya by being your bitch;),rt ya bitch
19647,3,0,3,0,1,RT @mayra2563: I love me some down ass bitches.,rt love ass bitch
19648,3,0,0,3,2,RT @mckayllaa: I wish I had pretty colored eyes .,rt wish pretti color eye
19649,3,0,3,0,1,RT @mckee_mousee: &#8220;@itsDorry: r u african because ur a frican bitch&#8221;,rt u african ur frican bitch
19650,3,0,3,0,1,RT @mckenzie_mason: If you're a freshman and you've fucked 1/4 of the boys in the senior class.. You're a hoe. #NotCute,rt freshman fuck boy senior class hoe notcut
19651,3,0,3,0,1,"RT @mckinley719: ""@wizkhalifa: Pretty bitches rep Taylor Gang"" #Hollah lmfaoo",rt pretti bitch rep taylor gang hollah lmfaoo
19652,3,0,2,1,1,RT @mckinley719: Like bitch. You already know the answer. It's all for bri #Duh,rt like bitch alreadi know answer bri duh
19653,3,0,3,0,1,RT @mckooley: shimmy shimmy ya bitch,rt shimmi shimmi ya bitch
19654,3,2,1,0,0,"RT @meaghanyockey: ""@savanaharanda: Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke",rt girl guy mom dad im butch dyke
19655,3,1,2,0,1,RT @mediacrooks: I believe the time for uncouth/uncivilised people to be sentenced to death for racial slurs/attacks against NE citizens...,rt believ time uncouth uncivilis peopl sentenc death racial slur attack ne citizen
19656,3,0,3,0,1,RT @mediacrooks: Only an extreme lowlife bitches abt her juniors in public @SagarikaGhose .. Rajdeep Reveals His Ugly Character In NY http:&#8230;,rt extrem lowlif bitch abt junior public rajdeep reveal ugli charact ny http
19657,3,0,0,3,2,RT @mediacrooks: Report what u want. But physically chasing/hounding is uncivilised.. @AdityaRajKaul ..Also in case of Bansal/Gadkari @anil&#8230;,rt report u want physic chase hound uncivilis also case bansal gadkari
19658,3,0,3,0,1,"RT @medzzzx: *claims hoes don't exist* 

*uses hoe in her name* http://t.co/tSNzJgPye4",rt claim hoe exist use hoe name
19659,3,0,3,0,1,RT @meldigio: Y'all look fucking retarded with y'alls pants down to your ankles.,rt look fuck retard all pant ankl
19660,3,0,3,0,1,RT @memethagreat_: When you know you dealing with hoe &#128583;,rt know deal hoe
19661,6,0,6,0,1,"RT @metroadlib: Amanda wants Fizz to protect her.
This dude told yo ass on MULTIPLE occasions to let this bitch be.",rt amanda want fizz protect dude told yo ass multipl occas let bitch
19662,3,0,3,0,1,"RT @metroadlib: don't ever be afraid to double bitch down.
ppl always expect you to be like, ""i'm sorry if i got loud."" or, ""i'm sorry to s&#8230;",rt ever afraid doubl bitch ppl alway expect like sorri got loud sorri
19663,3,0,0,3,2,"RT @metroadlib: i thank every broad in the universe who takes that step forward &amp;puts colored contacts in her eyes.
that's one less person &#8230;",rt thank everi broad univers take step forward amp put color contact eye one less person
19664,6,1,5,0,1,RT @mgeminiquotes: #Gemini gets irritated by jealous bitches.,rt gemini get irrit jealou bitch
19665,3,0,0,3,2,RT @michael28754837: Come On Yankees Lets Keep This Game Going!!! We Must Win!!!!&#9918;&#65039;&#9918;&#65039;&#9918;&#65039;,rt come yanke let keep game go must win
19666,3,0,0,3,2,RT @michael4h2o: An #Ohio inmate sums up what #LeBronJames' return means for #Cleveland: http://t.co/a68mtZQOeL http://t.co/bMrzFWstVA #Leb&#8230;,rt ohio inmat sum lebronjam return mean cleveland leb
19667,3,0,3,0,1,RT @michaeljhudson: hell yeah benihana up in this bitch http://t.co/n9vwx4r9yn,rt hell yeah benihana bitch
19668,3,0,2,1,1,"RT @michaeljhudson: you called me a pussy, tough guy? let's see how Tegan *kisses right bicep* and Sara *kisses left bicep* feel about that&#8230;",rt call pussi tough guy let see tegan kiss right bicep sara kiss left bicep feel
19669,3,0,0,3,2,"RT @michaelpshipley: Martin Short On - CONAN - Oct 3, 2014

""With your yellow skin and red hair you look like a #2 pencil.""

https://t.co/U&#8230;",rt martin short conan oct yellow skin red hair look like pencil
19670,3,0,3,0,1,"RT @micheleod1: #FlipTheSenate on the most corrupt administration EVER!
#ChicagoPolitics in the WH &amp; Harry Reid is his bitch. http://t.co/x&#8230;",rt flipthesen corrupt administr ever chicagopolit wh amp harri reid bitch
19671,3,0,3,0,1,RT @michelle_westt: Y'all have six different personalities and 3 different bitches you spit game to and lie 24/7 but WE need to grow up? Lm&#8230;,rt six differ person differ bitch spit game lie need grow lm
19672,3,0,3,0,1,"RT @michellemalkin: Good morning to you, too, sunshine! RT @miembrotropa: @michellemalkin dirty bitch",rt good morn sunshin rt dirti bitch
19673,3,1,0,2,2,RT @michellemalkin: In which I refresh dhimmi Seattle mayor Ed Murray's poor memory of city's long history as a jihadi breeding ground==&gt; h&#8230;,rt refresh dhimmi seattl mayor ed murray poor memori citi long histori jihadi breed ground gt h
19674,9,3,0,6,2,RT @michellemalkin: Mass. GOP Gov.-elect Charlie Baker: No driver's licenses for illegal aliens ==&gt; http://t.co/3vkLYmJWjS #NoAmnesty,rt mass gop gov elect charli baker driver licens illeg alien gt noamnesti
19675,3,0,3,0,1,RT @miilkkk: All these forms and bitch you still don't get what I'm saiyan http://t.co/FgwRoG4TPu,rt form bitch still get saiyan
19676,3,0,3,0,1,RT @miilkkk: Cuz bitches love pizza http://t.co/0TkuM7Lh1F,rt cuz bitch love pizza
19677,3,0,3,0,1,RT @miilkkk: When Lil Wayne said 'why give a bitch ya heart when she rather have a purse' http://t.co/BPbIbKat3x,rt lil wayn said give bitch ya heart rather purs
19678,3,0,3,0,1,"RT @miilkkk: bitches came over, yeah we threw a party http://t.co/t0wnbyvLrZ",rt bitch came yeah threw parti
19679,3,0,3,0,1,RT @mikcakers: But then again i aint never worried bout no bitch nor nigga !!,rt aint never worri bout bitch nigga
19680,3,0,0,3,2,RT @mikeimbriano: @briiixo Donnas taxes are gonna go up.#moulinyan#lol.,rt donna tax gonna go moulinyan lol
19681,3,0,3,0,1,"RT @mikie360: It's paid for, only 30K miles, and the bitches ALWAYS have my money. &#128181;&#128181;&#128109;&#128563; http://t.co/7pqS8A2zLT",rt paid k mile bitch alway money
19682,3,0,3,0,1,"RT @milesfan79: #fridayfaves RT @OneBillionBucks This bitch is dressed for church, the club, the gym, and to slay vampires &#128514; http://t.co/l7&#8230;",rt fridayfav rt bitch dress church club gym slay vampir
19683,3,2,1,0,0,"RT @milesfan79: realest tweet i seen today RT @SoopSoo: &#8230;. Dyke bitches are rehab for hoes.And once im healed,back to the dick I go",rt realest tweet seen today rt dyke bitch rehab hoe im heal back dick go
19684,3,1,2,0,1,RT @mimi_rillo These bitches @virginiayumyum @ Fine Fare Supermarket http://t.co/kimIKVi0,rt bitch fine fare supermarket
19685,3,0,3,0,1,"RT @mindofamadd: &#8220;@MelilliTay: If you call my mom a bitch, your getting knocked out.&#8221;on mamas &#128076;",rt call mom bitch get knock mama
19686,3,0,0,3,2,"RT @minhazmerchant: Sonia never criticises Kejriwal. Kejriwal, who trashes every other leader, never criticises Sonia. Touching.",rt sonia never criticis kejriw kejriw trash everi leader never criticis sonia touch
19687,3,0,3,0,1,RT @mirah_101: I think I'm addicted to naked pictures and sitting taking bout bitches that we almost had&#128517;,rt think addict nake pictur sit take bout bitch almost
19688,3,0,3,0,1,RT @mirah_101: i look at EVERY bitch ass that walk past me !,rt look everi bitch ass walk past
19689,3,0,3,0,1,"RT @mirijuana__: &#8220;@1BookieG: Hoes always say they a ""rider"" bitch stfu and ride this dick&#8221; lmaoooooooooooooooooooo &#128557;",rt hoe alway say rider bitch stfu ride dick lmaoooooooooooooooooooo
19690,4,0,4,0,1,"RT @misskaee__: ""@MrDavidRoss: How do you cheat on this ? &#128530;&#128564; http://t.co/wOgXy8wjIW""

She's just like any other female with a pussy so who &#8230;",rt cheat like femal pussi
19691,3,0,3,0,1,"RT @missknf: If your pussy was a book , I'd read up on it",rt pussi book read
19692,3,0,2,1,1,RT @missloloko: I see y'all &#128514;&#128514;&#128514;&#128514;&#128514;&#128064;&#128064; which one of y'all side bitches made this &#128557;&#128557;&#128128;&#128128;&#128128; http://t.co/p4JodaM2fm,rt see one side bitch made
19693,3,0,0,3,2,RT @missmollylo: Charlie wears women's clothing,rt charli wear women cloth
19694,3,1,2,0,1,"RT @misstannaebaby: Niggas all about sex now days. Unlike you bitches, i jus want somebody who gone better me as a young women&#58400;",rt nigga sex day unlik bitch ju want somebodi gone better young women
19695,3,0,3,0,1,"RT @missyantzah: You can do anything you want in life, just don't be a fucking bitch",rt anyth want life fuck bitch
19696,3,0,2,1,1,"RT @mitch77c: Whatchu know bout livin in the ghetto, eating cottage cheese 3 times a day. Lil salt Lil peppa lil A1, Lil barbeeequeee @Ueon&#8230;",rt whatchu know bout livin ghetto eat cottag chees time day lil salt lil peppa lil lil barbeeequee
19697,3,2,1,0,0,RT @mitchmancuso: @BrantPrintup:What straight guys take a picture of themselves naked in a hot tun.What fags @jakesiwy @Ryan_Murphy3 @Randy&#8230;,rt straight guy take pictur nake hot tun fag
19698,6,2,3,1,1,"RT @mitchsunderland: Ezra Miller, an openly queer male, is playing the Flash, making him the first openly queer male to play a lead superhe&#8230;",rt ezra miller openli queer male play flash make first openli queer male play lead superh
19699,3,0,0,3,2,RT @mitrebox: At this point every voter in Florida has voted both for and against Charlie Crist.,rt point everi voter florida vote charli crist
19700,3,0,3,0,1,RT @mitrykizer: Sack number 3 for Trent Cole fuckin that bitch up,rt sack number trent cole fuckin bitch
19701,3,0,3,0,1,RT @mjr_success: Me &amp; Wes in this bitch dead,rt amp we bitch dead
19702,3,0,1,2,2,RT @mjxcx: Teachers trying to pronounce ghetto names on the 1st day of school.... https://t.co/8CjuAVL3Ct,rt teacher tri pronounc ghetto name st day school
19703,3,0,0,3,2,RT @mlbtraderumors: Offseason Outlook: New York&#160;Yankees http://t.co/6DtDxdI6ul,rt offseason outlook new york yanke
19704,3,0,3,0,1,RT @mmpfeiI: fuck your gpa bitch im a lot smarter than you,rt fuck gpa bitch im lot smarter
19705,6,0,6,0,1,"RT @mobilesuitwaifu: Like these bitches that have green eyed curly haired kids on their IG talking about ""my future child""",rt like bitch green eye curli hair kid ig talk futur child
19706,3,0,3,0,1,RT @mommajjojo: When they said lifes a bitch.. They really meant it.,rt said life bitch realli meant
19707,3,0,3,0,1,"RT @moneychaserr_: ""@vintage_monroe_: &#8220;@PussyBeezus_: Kim always being nasty. 
Pussy hungry bitch &#128514;&#8221;look at me never hungry http://t.co/zRN&#8230;",rt kim alway nasti pussi hungri bitch look never hungri
19708,6,0,6,0,1,RT @moneygang_ROD: Musty pussy maggot bitches tryna lick my sac for riches. @OGMaco Fuckemx3,rt musti pussi maggot bitch tryna lick sac rich fuckemx
19709,3,2,1,0,0,RT @monnetteee: If you like After Romeo chances are I think you're a faggot.,rt like romeo chanc think faggot
19710,3,0,0,3,2,RT @monogrammedprep: God is a Yankees fan. #FarewellCaptain,rt god yanke fan farewellcaptain
19711,3,0,3,0,1,"RT @moose_chocolate: As grandma used to say, ""stop being a whiny little bitch and eat the fucking gluten"".",rt grandma use say stop whini littl bitch eat fuck gluten
19712,3,0,0,3,2,RT @moosedaugherty: Free bird!!!,rt free bird
19713,3,1,2,0,1,"RT @morganx3blowin: I fucked your bitch , &#128523;&#128527; how you feel?",rt fuck bitch feel
19714,3,0,0,3,2,RT @morningmoneyben: This image of Peshmerga giving the heave-ho to an ISIS flag really brightened my Friday. Kick their sorry butts!! http&#8230;,rt imag peshmerga give heav ho isi flag realli brighten friday kick sorri butt http
19715,3,0,0,3,2,RT @most_DUEP: I occasionally go to play flappy bird and then I die before getting one and remember how much I hate it.,rt occasion go play flappi bird die get one rememb much hate
19716,3,0,0,3,2,"RT @mpoindc: Wow, Henry Waxman gets caught in a CLASSIC Charlie LeDuff segment after Charlie comes to DC for today's GM hearing: http://t.c&#8230;",rt wow henri waxman get caught classic charli leduff segment charli come dc today gm hear
19717,3,0,3,0,1,RT @mrtruthandsoul: All I'm sayin is u bitches would hookup wit tha headless horseman cuz u think he all badass n shit but then u complain &#8230;,rt sayin u bitch would hookup wit tha headless horseman cuz u think badass n shit u complain
19718,3,0,3,0,1,"RT @mtchll: Rock out with your cock out
Jam out with your clam out",rt rock cock jam clam
19719,3,0,0,3,2,RT @mundyspeaks: Poll: Florida Governor Rick Scott is leading Charlie Crist by five points. http://t.co/W2Kkny4Nvy,rt poll florida governor rick scott lead charli crist five point
19720,6,0,6,0,1,RT @murdcr: @sorryimalex @dollskill buy the girl stuff you twink ass bitch,rt buy girl stuff twink ass bitch
19721,3,0,0,3,2,"RT @murrman5: ""Hun, I'm quitting my job and going to learn to become a psychic. Now I know what you're thinking, well not yet. I'm going to&#8230;",rt hun quit job go learn becom psychic know think well not yet go
19722,3,0,0,3,2,"RT @murrman5: you up, Charlie Brown?",rt charli brown
19723,3,0,0,3,2,RT @musedbymusic: Thanks to @TonyJRodriguez I have learned way more than I ever wanted to know about birds...,rt thank learn way ever want know bird
19724,3,0,3,0,1,RT @mwootey420: Chael P suplexin motherfuckers on their domes and shit,rt chael p suplexin motherfuck dome shit
19725,3,0,3,0,1,"RT @mykvh: bitches be like ""if you come over were not fucking"" but it happened &amp; she shaved bitch knew wassup &#128514;",rt bitch like come not fuck happen amp shave bitch knew wassup
19726,3,0,3,0,1,RT @mzkiccz: I don't tell bitches I show bitches&#128524;&#128133;,rt tell bitch show bitch
19727,3,0,3,0,1,"RT @n1irving: &#9749;&#128056; this isn't tea anymore ""@ChickenColeman: How do bitches ""Peep everything"" but still getting cheated on something not addin&#8230;",rt tea anymor bitch peep everyth still get cheat someth not addin
19728,3,0,3,0,1,"RT @nandotrash: Tell a girl to ""calm down"" she'll act like you just kicked her in the pussy",rt tell girl calm act like kick pussi
19729,3,2,1,0,0,RT @natal_mendoz: Whore slut cunt bitch nigga,rt whore slut cunt bitch nigga
19730,3,0,3,0,1,RT @natalie_vasquez: Fucking hate ignorant ass bitches,rt fuck hate ignor ass bitch
19731,3,0,3,0,1,RT @natalielynnn_: Why give a bitch an inch when she rather have nine,rt give bitch inch rather nine
19732,3,0,3,0,1,"RT @natedavvg: grab her booty in front of niggas that want her

grab her booty in front of bitches that want you",rt grab booti front nigga want grab booti front bitch want
19733,3,0,3,0,1,RT @nateturnboy: You left prom camping first day cause you're a bitch boy.,rt left prom camp first day caus bitch boy
19734,3,0,0,3,2,"RT @navy8r: ""@Sierra0559: Hey @BarackObama , the jig is up. Even democrats are through with you. #ReasonToExitAnObamaSpeech"" dems are raci&#8230;",rt hey jig even democrat reasontoexitanobamaspeech dem raci
19735,3,0,0,3,2,RT @nebuladallas: i still live with hope that one day a hot rich boy will fall in love with me even though im trash,rt still live hope one day hot rich boy fall love even though im trash
19736,3,0,3,0,1,RT @neeshhuh: @Mariah7147 @Vontey_isa_boss it's knives bitch,rt knive bitch
19737,3,0,0,3,2,RT @neiltyson: Just to settle it once and for all: Which came first the Chicken or the Egg? The Egg -- laid by a bird that was not a Chicken,rt settl came first chicken egg egg laid bird not chicken
19738,3,0,3,0,1,RT @neni_loves: Jk I'm above the Influence guys &#128524;&#128591; I'm a graduated D.A.R.E ass bitch &#128524;,rt jk influenc guy graduat e ass bitch
19739,3,1,2,0,1,RT @nerdkiller669: @ShinSnipes did u steal those glasses haha stupid nigger,rt u steal glass haha stupid nigger
19740,3,0,3,0,1,RT @nerdreign: This isn't some privilege to be thrown around all willy-nilly. You've gotta earn the right to call me a bitch.,rt privileg thrown around willi nilli gotta earn right call bitch
19741,3,0,2,1,1,RT @netanyahu: PM: Last night this incitement was translated into the murder of a father traveling w/his family to celebrate the first nig&#8230;,rt pm last night incit translat murder father travel w famili celebr first nig
19742,3,0,0,3,2,RT @netflix: Here's your first look at Charlie Cox as Matt Murdock in #Marvel's @Daredevil on #Netflix #NYCC http://t.co/SIYuCgok8J,rt first look charli cox matt murdock marvel netflix nycc
19743,6,0,1,5,2,"RT @neverknownfacts: A person needs just three things to be truly happy in the world: someone to love, something to do, and something to ho&#8230;",rt person need three thing truli happi world someon love someth someth ho
19744,6,0,6,0,1,RT @newnewgotbandz: Look at yall bitches for the child support keep getting pregnant ass bitches,rt look yall bitch child support keep get pregnant ass bitch
19745,3,1,2,0,1,RT @nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/Gi3xXzBbq9,rt hoe feel like photo didnt get enough favorit
